title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url,place_id
Jin Gu Liao Chinese Medical Center Pte Ltd 金骨疗中医内外科诊疗厅 (TCM),4.8,56,"Blk 854 Jurong West Street 81, #01-502",Singapore,,SG,https://sitelift.site/jinguliaochinesemedicalcenterpteltdtcm/index.html,+65 9008 5300,Medical Center,https://www.google.com/maps/search/?api=1&query=Jin%20Gu%20Liao%20Chinese%20Medical%20Center%20Pte%20Ltd%20%E9%87%91%E9%AA%A8%E7%96%97%E4%B8%AD%E5%8C%BB%E5%86%85%E5%A4%96%E7%A7%91%E8%AF%8A%E7%96%97%E5%8E%85%20(TCM)&query_place_id=ChIJVXfJVHwP2jERMh2Yf_0WhsE,ChIJVXfJVHwP2jERMh2Yf_0WhsE
Pier Medical Centre,2.4,56,"725 Jurong West Ave 5, #01-164",Singapore,,SG,,+65 6791 5677,General practitioner,https://www.google.com/maps/search/?api=1&query=Pier%20Medical%20Centre&query_place_id=ChIJa_0_MJYP2jERjV9iwHSNC6k,ChIJa_0_MJYP2jERjV9iwHSNC6k
Meridian Medical Centre,4.8,74,"108 Depot Rd, #01-10 Depot Heights Shopping Centre",Singapore,,SG,https://meridianmedical.com.sg/,+65 6278 0088,Medical Center,https://www.google.com/maps/search/?api=1&query=Meridian%20Medical%20Centre&query_place_id=ChIJQVMlIdAb2jERYXL8z4Sb-dE,ChIJQVMlIdAb2jERYXL8z4Sb-dE
West Point Clinic,4.3,428,853 Jurong West Street 81,Singapore,,SG,,+65 6791 3330,Medical clinic,https://www.google.com/maps/search/?api=1&query=West%20Point%20Clinic&query_place_id=ChIJvZ2VvaIP2jERCSJ8JWbqu04,ChIJvZ2VvaIP2jERCSJ8JWbqu04
Soon Lee Medical Clinic,4.3,158,"3 Soon Lee St, #01-15 Pioneer Junction",Singapore,,SG,http://www.soonleemedical.com/,+65 6977 9670,Medical clinic,https://www.google.com/maps/search/?api=1&query=Soon%20Lee%20Medical%20Clinic&query_place_id=ChIJG3V4oEoP2jERnxIfFIN-gV4,ChIJG3V4oEoP2jERnxIfFIN-gV4
Healthmark Family Clinic,3.0,63,"638 Jurong West Street 61, #02-08",Singapore,,SG,http://healthmark.com.sg/,+65 6861 3100,Medical clinic,https://www.google.com/maps/search/?api=1&query=Healthmark%20Family%20Clinic&query_place_id=ChIJO6aM0JYP2jERF5E_4Tn06BE,ChIJO6aM0JYP2jERF5E_4Tn06BE
University Health Service,1.6,37,"36 Nanyang Ave, University Health Service Building",Singapore,,SG,,+65 6793 6974,Hospital,https://www.google.com/maps/search/?api=1&query=University%20Health%20Service&query_place_id=ChIJAVha4p8P2jERR6TzIugBwLE,ChIJAVha4p8P2jERR6TzIugBwLE
AcuMed Medical (Joo Koon),3.3,63,"1 Joo Koon Cir, #01-23 FairPrice Joo Koon",Singapore,,SG,,+65 6861 5755,Walk-in clinic,https://www.google.com/maps/search/?api=1&query=AcuMed%20Medical%20(Joo%20Koon)&query_place_id=ChIJ9e3t90sF2jERFcR33s3hrac,ChIJ9e3t90sF2jERFcR33s3hrac
Marina Bistro,4.4,730,10 Tuas West Dr,Singapore,,SG,https://www.rafflesmarina.com.sg/dining/group-1/marina-bistro.html,+65 6869 2299,Restaurant,https://www.google.com/maps/search/?api=1&query=Marina%20Bistro&query_place_id=ChIJO_0iuLQI2jERkcDiNJD7aIA,ChIJO_0iuLQI2jERkcDiNJD7aIA
Heng Heng Boneless Duck Rice,4.9,225,"47 Tuas South Ave 1, iEat Canteen",Singapore,,SG,,+65 9325 4844,Hawker stall,https://www.google.com/maps/search/?api=1&query=Heng%20Heng%20Boneless%20Duck%20Rice&query_place_id=ChIJi5uMBo0H2jERGsnIllgMnys,ChIJi5uMBo0H2jERGsnIllgMnys
Greenhouse Bistro,4.2,355,"30 Tuas Bay Dr, #01-00",Singapore,,SG,,+65 9822 0053,Restaurant,https://www.google.com/maps/search/?api=1&query=Greenhouse%20Bistro&query_place_id=ChIJ5UCkFuEH2jERbLSqUpAAb4c,ChIJ5UCkFuEH2jERbLSqUpAAb4c
Makkal Vilas,4.2,169,11 Tech Park Cres,Singapore,,SG,,+65 8245 5484,Indian restaurant,https://www.google.com/maps/search/?api=1&query=Makkal%20Vilas&query_place_id=ChIJoxHW9AAH2jERDulOcSOV3nY,ChIJoxHW9AAH2jERDulOcSOV3nY
Anytime Fitness D'Arena Jurong,4.9,192,"511 Upper Jurong Rd, #02-05 Anytime Fitness D'Arena",Singapore,,SG,https://www.anytimefitness.sg/gyms/sg-0114/d'arena-south-west-638366/,+65 8884 9730,Gym,https://www.google.com/maps/search/?api=1&query=Anytime%20Fitness%20D'Arena%20Jurong&query_place_id=ChIJsbnFq6wP2jEROSzyyxLMqPo,ChIJsbnFq6wP2jEROSzyyxLMqPo
Anytime Fitness,4.3,121,"60 Jurong West Street 91, #01-08",Singapore,,SG,https://www.anytimefitness.sg/,+65 9475 5480,Gym,https://www.google.com/maps/search/?api=1&query=Anytime%20Fitness&query_place_id=ChIJ1wA9lpkP2jERzqSzG_455VI,ChIJ1wA9lpkP2jERzqSzG_455VI
Anytime Fitness,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",Singapore,,SG,https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,Gym,https://www.google.com/maps/search/?api=1&query=Anytime%20Fitness&query_place_id=ChIJ08t6PjYP2jERi4sIp8Z1Sw0,ChIJ08t6PjYP2jERi4sIp8Z1Sw0
North Hill Gym,4.0,46,"60 Nanyang Cres, Blk 19A, #03-01",Singapore,,SG,,+65 6904 1253,Gym,https://www.google.com/maps/search/?api=1&query=North%20Hill%20Gym&query_place_id=ChIJLTMGc6YP2jERNR1ExsuI2DA,ChIJLTMGc6YP2jERNR1ExsuI2DA
Homeground Gym,4.7,35,"863 Jurong West Street 81, #01-515",Singapore,,SG,https://www.homegroundgym.com/jurong-west,+65 9630 6218,Gym,https://www.google.com/maps/search/?api=1&query=Homeground%20Gym&query_place_id=ChIJ_fddB8IP2jERvKTME-Sai3k,ChIJ_fddB8IP2jERvKTME-Sai3k
Anytime Fitness,4.5,250,"1 Jurong West Central 2, #03-24/25",Singapore,,SG,https://www.anytimefitness.sg/gyms/sg-0076/jurong-point-south-west/,+65 8886 2262,Gym,https://www.google.com/maps/search/?api=1&query=Anytime%20Fitness&query_place_id=ChIJAQAALJMP2jERo6xygnW-OAg,ChIJAQAALJMP2jERo6xygnW-OAg
BFT Pioneer,5.0,34,"511 Upper Jurong Rd, Block E-02-02A D'Arena",Singapore,,SG,https://www.bft.studio/Pioneer/trial/,+65 8876 7276,Gym,https://www.google.com/maps/search/?api=1&query=BFT%20Pioneer&query_place_id=ChIJ5VSH70MP2jERvFL2-9MAz2Q,ChIJ5VSH70MP2jERvFL2-9MAz2Q
Dennis Gym,4.8,69,1 Jurong West Ave 5,Singapore,,SG,http://www.dennisgym.net/,+65 8543 2903,Gym,https://www.google.com/maps/search/?api=1&query=Dennis%20Gym&query_place_id=ChIJ____-8YP2jERGcYiWnpw43k,ChIJ____-8YP2jERGcYiWnpw43k
Jurong West ActiveSG Sports Hall,4.4,222,"20 Jurong West Street 93, #02-18",Singapore,,SG,,,Sports complex,https://www.google.com/maps/search/?api=1&query=Jurong%20West%20ActiveSG%20Sports%20Hall&query_place_id=ChIJYeredpAP2jERduiD1Z5dTGI,ChIJYeredpAP2jERduiD1Z5dTGI
Anytime Fitness,4.3,84,"221 Boon Lay Pl, #03-106",Singapore,,SG,https://www.anytimefitness.sg/gyms/SG-0063/boon-lay-south-west/,+65 8399 7850,Gym,https://www.google.com/maps/search/?api=1&query=Anytime%20Fitness&query_place_id=ChIJB2a1tX8R2jERLWSYgXhxS8E,ChIJB2a1tX8R2jERLWSYgXhxS8E
F45 Jurong West,4.9,57,"7 Jurong West Ave 5, #02-05",Singapore,,SG,https://f45training.com/jurongwest,+65 8113 7871,Gym,https://www.google.com/maps/search/?api=1&query=F45%20Jurong%20West&query_place_id=ChIJ8aJ9Pw0P2jEREaGfNGV8ujE,ChIJ8aJ9Pw0P2jEREaGfNGV8ujE
JING RAN RESTAURANT 第二家园餐馆,4.6,51,"511 Upper Jurong Rd, B-01-01 Arena Country Club",Singapore,,SG,,+65 6513 8187,Restaurant,https://www.google.com/maps/search/?api=1&query=JING%20RAN%20RESTAURANT%20%E7%AC%AC%E4%BA%8C%E5%AE%B6%E5%9B%AD%E9%A4%90%E9%A6%86&query_place_id=ChIJuwj3ZAAP2jERv5RH9QjS_YQ,ChIJuwj3ZAAP2jERv5RH9QjS_YQ
Hahahotpot D'Arena,4.6,328,"511, Block B Upper Jurong Rd, #01-09/10",Singapore,,SG,http://hahahotpot.com/,+65 9731 9616,Restaurant,https://www.google.com/maps/search/?api=1&query=Hahahotpot%20D'Arena&query_place_id=ChIJR7kZRvUP2jER5WSA9lbb-oM,ChIJR7kZRvUP2jER5WSA9lbb-oM
Kokoro Izakaya,4.3,123,"1 Joo Koon Cir, #01-51 FairPrice Joo Koon",Singapore,,SG,,+65 8758 7024,Japanese restaurant,https://www.google.com/maps/search/?api=1&query=Kokoro%20Izakaya&query_place_id=ChIJJ12oOwAF2jER1c9sOEh17uE,ChIJJ12oOwAF2jER1c9sOEh17uE
The Crowded Bowl,4.1,60,"76 Nanyang Dr, NS3-1-18 West Singapore, North Spine Plaza",Singapore,,SG,,,Restaurant,https://www.google.com/maps/search/?api=1&query=The%20Crowded%20Bowl&query_place_id=ChIJOeo7rRYP2jERfaGpD0hs2vE,ChIJOeo7rRYP2jERfaGpD0hs2vE
NTU Chinese Medicine Clinic,4.5,103,"60 Nanyang Dr, Nanyang Technological University, School of Biological Sciences",Singapore,,SG,http://www.ntu.edu.sg/tcm,+65 6592 1733,Chinese medicine clinic,https://www.google.com/maps/search/?api=1&query=NTU%20Chinese%20Medicine%20Clinic&query_place_id=ChIJf0Z573QP2jERDjMyKPv0Zoo,ChIJf0Z573QP2jERDjMyKPv0Zoo
Fullerton Dental,4.0,46,"36 Nanyang Ave, #01-01/02",Singapore,,SG,,+65 6790 8331,Dental clinic,https://www.google.com/maps/search/?api=1&query=Fullerton%20Dental&query_place_id=ChIJkxwAAKQP2jER39VPax2HKCs,ChIJkxwAAKQP2jER39VPax2HKCs
Paik's Bibim,4.1,95,"50 Nanyang Dr, #01-15",Singapore,,SG,http://www.facebook.com/paiks.bibimsg/,+65 6262 0567,Korean restaurant,https://www.google.com/maps/search/?api=1&query=Paik's%20Bibim&query_place_id=ChIJlbaBdqAP2jERlLl3ZDlREHY,ChIJlbaBdqAP2jERlLl3ZDlREHY
Supersystems - Custom PC / Gaming PC / Office PC / Computer / Workstation / Computer Parts Shop/,5.0,520,1 Chencharu Link,Singapore,,SG,https://www.carousell.sg/supersystems/,+65 9321 7199,Computer store,https://www.google.com/maps/search/?api=1&query=Supersystems%20-%20Custom%20PC%20%2F%20Gaming%20PC%20%2F%20Office%20PC%20%2F%20Computer%20%2F%20Workstation%20%2F%20Computer%20Parts%20Shop%2F&query_place_id=ChIJN9GGc1oV2jERwxJFBEXHaJw,ChIJN9GGc1oV2jERwxJFBEXHaJw
SHINING PC,5.0,52,"21 Woodlands Cl, #08-05 Primz Bizhub",Singapore,,SG,http://www.goshiningpc.com/,+65 8422 0968,Computer store,https://www.google.com/maps/search/?api=1&query=SHINING%20PC&query_place_id=ChIJze1G83MT2jERbJ2PM7Cf2q4,ChIJze1G83MT2jERbJ2PM7Cf2q4
Computers for Moms,4.9,99,"7030 Ang Mo Kio Ave 5, Northstar@AMK",Singapore,,SG,https://computersformoms.sg/,+65 8463 5483,Computer store,https://www.google.com/maps/search/?api=1&query=Computers%20for%20Moms&query_place_id=ChIJbUnk2-kX2jERZq-Su5LcS8A,ChIJbUnk2-kX2jERZq-Su5LcS8A
Catech Customs,5.0,91,"3 Ang Mo Kio Street 62, #03-07 Link@AMK",Singapore,,SG,,+65 9446 6882,Computer store,https://www.google.com/maps/search/?api=1&query=Catech%20Customs&query_place_id=ChIJPdKIKBEX2jER6Rlp4SwMC94,ChIJPdKIKBEX2jER6Rlp4SwMC94
"Love, Bonito Waterway Point - Women's Fashion & Clothing",4.9,365,"83 Punggol Central, #01-55A",Singapore,,SG,https://www.lovebonito.com/sg/,,Women's clothing store,https://www.google.com/maps/search/?api=1&query=Love%2C%20Bonito%20Waterway%20Point%20-%20Women's%20Fashion%20%26%20Clothing&query_place_id=ChIJ0VSicRkV2jERSVW1TZjsRK8,ChIJ0VSicRkV2jERSVW1TZjsRK8
Cotton On,3.9,88,"930 Yishun Ave 2, #02-37/38",Singapore,,SG,https://cottonon.com/SG/store-finder/store-details/?StoreID=7016,+65 6257 4182,Clothing store,https://www.google.com/maps/search/?api=1&query=Cotton%20On&query_place_id=ChIJNQt1fWUU2jERaVo_RUbn41Y,ChIJNQt1fWUU2jERaVo_RUbn41Y
UNIQLO Causeway Point (Same Day Click & Collect),4.3,226,"1 Woodlands Square, #02-21/22/23/24 Causeway Point",Singapore,,SG,https://www.uniqlo.com/sg/en/,+65 6894 0137,Clothing store,https://www.google.com/maps/search/?api=1&query=UNIQLO%20Causeway%20Point%20(Same%20Day%20Click%20%26%20Collect)&query_place_id=ChIJJ3sAl6gT2jER4Of2LmrafRw,ChIJJ3sAl6gT2jER4Of2LmrafRw
UNIQLO Waterway Point (Same Day Click & Collect),4.4,699,"83 Punggol Central, #01 - 21 West Wing",Singapore,,SG,https://www.uniqlo.com/sg/en/,+65 6385 8246,Clothing store,https://www.google.com/maps/search/?api=1&query=UNIQLO%20Waterway%20Point%20(Same%20Day%20Click%20%26%20Collect)&query_place_id=ChIJ69_xpeQV2jERNgP5NxfpKnU,ChIJ69_xpeQV2jERNgP5NxfpKnU
GSK Fashion Style,4.9,161,"Chong Pang City, Yishun Ring Rd, #01-155 106",Singapore,,SG,http://www.gskfashionstyle.com/,+65 9379 6426,Clothing store,https://www.google.com/maps/search/?api=1&query=GSK%20Fashion%20Style&query_place_id=ChIJ5S0oz8AV2jERMFIYFME4U8c,ChIJ5S0oz8AV2jERMFIYFME4U8c
G2000,4.3,104,"1 Northpoint Drive, South Wing, #01-159/185-186 Northpoint City",Singapore,,SG,https://g2000.com.sg/,+65 6483 0889,Clothing store,https://www.google.com/maps/search/?api=1&query=G2000&query_place_id=ChIJcf8keW8U2jERbNSDnimQzaM,ChIJcf8keW8U2jERbNSDnimQzaM
Singapore Fashion Trading,4.8,68,"1 Yishun Industrial Street 1, #07-03, A Posh BizHub",Singapore,,SG,https://www.plussize.sg/,+65 8299 2602,Plus size clothing store,https://www.google.com/maps/search/?api=1&query=Singapore%20Fashion%20Trading&query_place_id=ChIJJwJOU2AU2jERCZasu0-qFPY,ChIJJwJOU2AU2jERCZasu0-qFPY
KidsHealth Paediatric Clinic,3.5,107,"235 Yishun Street 21, #01-462",Singapore,,SG,http://kidshealth.sg/,+65 6717 7733,Medical clinic,https://www.google.com/maps/search/?api=1&query=KidsHealth%20Paediatric%20Clinic&query_place_id=ChIJt_DAK2UU2jERYikwYmaS6wI,ChIJt_DAK2UU2jERYikwYmaS6wI
Outram Community Hospital (OCH),3.8,123,10 Hospital Blvd,Singapore,,SG,,+65 6970 3000,Community health center,https://www.google.com/maps/search/?api=1&query=Outram%20Community%20Hospital%20(OCH)&query_place_id=ChIJ6ZUqqW8Z2jERO0yVCwEfAPo,ChIJ6ZUqqW8Z2jERO0yVCwEfAPo
S Aesthetics Clinic,4.6,158,"1 Scotts Rd, #03-02",Singapore,,SG,https://saestheticsclinic.com/,+65 6690 3168,Skin care clinic,https://www.google.com/maps/search/?api=1&query=S%20Aesthetics%20Clinic&query_place_id=ChIJ69FJao0Z2jERWJhc-3KoRXU,ChIJ69FJao0Z2jERWJhc-3KoRXU
National Cancer Centre Singapore,3.6,135,30 Hospital Boulevard,Singapore,,SG,https://www.nccs.com.sg/,+65 6436 8000,Medical Center,https://www.google.com/maps/search/?api=1&query=National%20Cancer%20Centre%20Singapore&query_place_id=ChIJLQl1k5AZ2jERhIQGGiQQ1Bw,ChIJLQl1k5AZ2jERhIQGGiQQ1Bw
Anytime Fitness,4.6,103,"9 Tampines Street 32, #02-01 Tampines Mart",Singapore,,SG,https://www.anytimefitness.sg/gyms/sg-0025/singapore-south-east-529286/,+65 9017 3533,Gym,https://www.google.com/maps/search/?api=1&query=Anytime%20Fitness&query_place_id=ChIJt3FaVB092jERTrNzmlYINmo,ChIJt3FaVB092jERTrNzmlYINmo
Anytime Fitness Changi,4.8,92,"5 Changi Business Park Central 1, #02-01",Singapore,,SG,https://www.anytimefitness.sg/gyms/sg-0130/upper-changi-north-east-486038/,+65 8686 6181,Gym,https://www.google.com/maps/search/?api=1&query=Anytime%20Fitness%20Changi&query_place_id=ChIJvytALvc92jERoTouSnFv5Ws,ChIJvytALvc92jERoTouSnFv5Ws
Sembawang Shopping Centre,4.0,5252,604 Sembawang Rd,Singapore,,SG,http://www.sembawangsc.com.sg/,+65 6757 8000,Shopping mall,https://www.google.com/maps/search/?api=1&query=Sembawang%20Shopping%20Centre&query_place_id=ChIJ5-zrBoEU2jERhLnuZ0bgvUw,ChIJ5-zrBoEU2jERhLnuZ0bgvUw
Waterway Point,4.4,14576,83 Punggol Central,Singapore,,SG,http://www.waterwaypoint.com.sg/,+65 6812 7300,Shopping mall,https://www.google.com/maps/search/?api=1&query=Waterway%20Point&query_place_id=ChIJLTCPpuQV2jERYMYF_2uprDE,ChIJLTCPpuQV2jERYMYF_2uprDE
