Business Name,Review,Reviewer Name,Review Text,place_id,reviewUrl,Business Rating,Total Reviews,Address,website,phone,Country Code,Category,review_label,empty_review,og_lang_code,Review Text Translated,mapped_category,review_length,topic_relevance
Anytime Fitness Changi,5,William Charles,"I would like to express my heartfelt appreciation for the exceptional team at this gym outlet (CCP) Bumi, Shah, Ari, Amirah, Allyssya, and Ana are amazing. Each of them has consistently demonstrated professionalism, dedication, and a genuine passion for creating an excellent fitness experience.

Bumi brings an unparalleled level of energy and positivity that motivates both staff and members. Shah's commitment to ensuring a smooth operation is evident in his reliability and attention to detail. Ari's knowledge and willingness to go above and beyond have been key to our success. Amirah’s warmth and attentiveness make everyone feel welcome, while Allyssya’s organizational skills and cheerful demeanor have been invaluable. Lastly, Ana’s proactive approach and infectious enthusiasm have left a lasting impression.

Keep up the incredible work!",ChIJvytALvc92jERoTouSnFv5Ws,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURfenBIWEJnEAE!2m1!1s0x0:0x6be56f714a2e3aa1!3m1!1s2@1:CIHM0ogKEICAgID_zpHXBg%7CCgsIrZDNvAYQyMH7WA%7C?hl=en,4.8,92,"5 Changi Business Park Central 1, #02-01",https://www.anytimefitness.sg/gyms/sg-0130/upper-changi-north-east-486038/,+65 8686 6181,SG,Gym,1,0,,"I would like to express my heartfelt appreciation for the exceptional team at this gym outlet (CCP) Bumi, Shah, Ari, Amirah, Allyssya, and Ana are amazing. Each of them has consistently demonstrated professionalism, dedication, and a genuine passion for creating an excellent fitness experience.

Bumi brings an unparalleled level of energy and positivity that motivates both staff and members. Shah's commitment to ensuring a smooth operation is evident in his reliability and attention to detail. Ari's knowledge and willingness to go above and beyond have been key to our success. Amirah’s warmth and attentiveness make everyone feel welcome, while Allyssya’s organizational skills and cheerful demeanor have been invaluable. Lastly, Ana’s proactive approach and infectious enthusiasm have left a lasting impression.

Keep up the incredible work!",Gym,125,0.48816490173339844
Anytime Fitness Changi,4,Vincent Wong,,ChIJvytALvc92jERoTouSnFv5Ws,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURmX3RXWGxRRRAB!2m1!1s0x0:0x6be56f714a2e3aa1!3m1!1s2@1:CIHM0ogKEICAgIDf_tWXlQE%7CCgwIhLPyuwYQwP_PkAI%7C?hl=en,4.8,92,"5 Changi Business Park Central 1, #02-01",https://www.anytimefitness.sg/gyms/sg-0130/upper-changi-north-east-486038/,+65 8686 6181,SG,Gym,0,1,,,Gym,0,0.0
Anytime Fitness Changi,5,Hejaz Goush,"Amirah and Ari at the Changi City Point branch of Anytime Fitness are absolutely fantastic! They are incredibly friendly, helpful, and always go above and beyond to make members feel welcome. Their positive energy has created such a warm and inviting atmosphere in the gym, making every visit a pleasure. Whether you're a seasoned gym-goer or a newcomer, they’re always ready to assist. Highly recommend this gym, thanks to the amazing team!",ChIJvytALvc92jERoTouSnFv5Ws,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURmb0o2b2tnRRAB!2m1!1s0x0:0x6be56f714a2e3aa1!3m1!1s2@1:CIHM0ogKEICAgIDfoJ6okgE%7CCgsIkPTeuwYQqIjqKQ%7C?hl=en,4.8,92,"5 Changi Business Park Central 1, #02-01",https://www.anytimefitness.sg/gyms/sg-0130/upper-changi-north-east-486038/,+65 8686 6181,SG,Gym,1,0,en,"Amirah and Ari at the Changi City Point branch of Anytime Fitness are absolutely fantastic! They are incredibly friendly, helpful, and always go above and beyond to make members feel welcome. Their positive energy has created such a warm and inviting atmosphere in the gym, making every visit a pleasure. Whether you're a seasoned gym-goer or a newcomer, they’re always ready to assist. Highly recommend this gym, thanks to the amazing team!",Gym,72,0.4877097010612488
Anytime Fitness Changi,5,Dhuhaq Idha,Good ambience well maintained equipment and very friendly staff,ChIJvytALvc92jERoTouSnFv5Ws,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR2Njg3MkdnEAE!2m1!1s0x0:0x6be56f714a2e3aa1!3m1!1s2@1:CIHM0ogKEICAgIDv6872Gg%7CCgwIzcqpuwYQyLG4-wE%7C?hl=en,4.8,92,"5 Changi Business Park Central 1, #02-01",https://www.anytimefitness.sg/gyms/sg-0130/upper-changi-north-east-486038/,+65 8686 6181,SG,Gym,1,0,,Good ambience well maintained equipment and very friendly staff,Gym,9,0.24184225499629974
Anytime Fitness Changi,5,Leonard Wong,Love the variety of the machines they offer. They even have small plates like 0.5kg. Easier for progression,ChIJvytALvc92jERoTouSnFv5Ws,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN2amF6UVhREAE!2m1!1s0x0:0x6be56f714a2e3aa1!3m1!1s2@1:CIHM0ogKEICAgICvjazQXQ%7CCgwIgL_wugYQqKzwnQI%7C?hl=en,4.8,92,"5 Changi Business Park Central 1, #02-01",https://www.anytimefitness.sg/gyms/sg-0130/upper-changi-north-east-486038/,+65 8686 6181,SG,Gym,1,0,,Love the variety of the machines they offer. They even have small plates like 0.5kg. Easier for progression,Gym,18,0.33001092076301575
Anytime Fitness Changi,5,Charmailt Ng,"Was curious about how the AF is here at Changi City Point so I came to take a peek.

The staff there (Amirah) was very friendly and helped show me the facilities inside the gym.

The gym is spacious, clean and cozy! Im an AF member but I’m not from AF Changi City Point but I think I want to try gymming here next time hehe :)",ChIJvytALvc92jERoTouSnFv5Ws,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN2c1pPVzRBRRAB!2m1!1s0x0:0x6be56f714a2e3aa1!3m1!1s2@1:CIHM0ogKEICAgICvsZOW4AE%7CCgsI2bTpugYQqLrKPA%7C?hl=en,4.8,92,"5 Changi Business Park Central 1, #02-01",https://www.anytimefitness.sg/gyms/sg-0130/upper-changi-north-east-486038/,+65 8686 6181,SG,Gym,1,0,en,"Was curious about how the AF is here at Changi City Point so I came to take a peek.

The staff there (Amirah) was very friendly and helped show me the facilities inside the gym.

The gym is spacious, clean and cozy! Im an AF member but I’m not from AF Changi City Point but I think I want to try gymming here next time hehe :)",Gym,67,0.40354183316230774
Anytime Fitness Changi,4,david hartono S,"Gym is quite nice, however the air con were extremely cold and the wind of the aircon directly blast at the user.",ChIJvytALvc92jERoTouSnFv5Ws,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN2NUlYQlZ3EAE!2m1!1s0x0:0x6be56f714a2e3aa1!3m1!1s2@1:CIHM0ogKEICAgICv5IXBVw%7CCgwIm7HVugYQ8J2V5wE%7C?hl=en,4.8,92,"5 Changi Business Park Central 1, #02-01",https://www.anytimefitness.sg/gyms/sg-0130/upper-changi-north-east-486038/,+65 8686 6181,SG,Gym,1,0,en,"Gym is quite nice, however the air con were extremely cold and the wind of the aircon directly blast at the user.",Gym,22,0.4225172996520996
Anytime Fitness Changi,5,Djordje Dobrasinovic,"Great atmosphere, great trainers. Warm recommendation",ChIJvytALvc92jERoTouSnFv5Ws,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURQd19DUnVnRRAB!2m1!1s0x0:0x6be56f714a2e3aa1!3m1!1s2@1:CIHM0ogKEICAgIDPw_CRugE%7CCgwI5urEugYQ8LG_tQM%7C?hl=en,4.8,92,"5 Changi Business Park Central 1, #02-01",https://www.anytimefitness.sg/gyms/sg-0130/upper-changi-north-east-486038/,+65 8686 6181,SG,Gym,1,0,,"Great atmosphere, great trainers. Warm recommendation",Gym,6,0.37042900919914246
Anytime Fitness Changi,5,amdeefitness,"This is our home base gym. Convenient, clean, and the manager Shah is always upbeat, friendly, and watches out for his clients/gym users. As much as we love the accessibility of the gym and the friendliness of the gym goers there, we would love it if there was a better system for putting back the weights and for sorting them according to weight (difficult I know but we can hope)!!",ChIJvytALvc92jERoTouSnFv5Ws,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQzcjViVDV3RRAB!2m1!1s0x0:0x6be56f714a2e3aa1!3m1!1s2@1:CIHM0ogKEICAgID3r5bT5wE%7CCgwIgoqAugYQkMbazwE%7C?hl=en,4.8,92,"5 Changi Business Park Central 1, #02-01",https://www.anytimefitness.sg/gyms/sg-0130/upper-changi-north-east-486038/,+65 8686 6181,SG,Gym,1,0,en,"This is our home base gym. Convenient, clean, and the manager Shah is always upbeat, friendly, and watches out for his clients/gym users. As much as we love the accessibility of the gym and the friendliness of the gym goers there, we would love it if there was a better system for putting back the weights and for sorting them according to weight (difficult I know but we can hope)!!",Gym,70,0.42752453684806824
Anytime Fitness Changi,5,Hiroyuki Suzuki,,ChIJvytALvc92jERoTouSnFv5Ws,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQzaDRiSGxnRRAB!2m1!1s0x0:0x6be56f714a2e3aa1!3m1!1s2@1:CIHM0ogKEICAgID3h4bHlgE%7CCgwIqI3yuQYQ4JPj-gI%7C?hl=en,4.8,92,"5 Changi Business Park Central 1, #02-01",https://www.anytimefitness.sg/gyms/sg-0130/upper-changi-north-east-486038/,+65 8686 6181,SG,Gym,0,1,,,Gym,0,0.0
Anytime Fitness Changi,5,Trevor Wong,"Good one near expo, quite new.",ChIJvytALvc92jERoTouSnFv5Ws,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURYMnVHRC1nRRAB!2m1!1s0x0:0x6be56f714a2e3aa1!3m1!1s2@1:CIHM0ogKEICAgIDX2uGD-gE%7CCgwIgPXyuAYQiNPd4QI%7C?hl=en,4.8,92,"5 Changi Business Park Central 1, #02-01",https://www.anytimefitness.sg/gyms/sg-0130/upper-changi-north-east-486038/,+65 8686 6181,SG,Gym,1,0,en,"Good one near expo, quite new.",Gym,6,0.12901300191879272
Anytime Fitness Changi,5,Farah Irfahyanna,"I’ve been a member of AF CCP for quite sometime now and I just wanted to leave a review. As I was looking through other gyms’ reviews (because I’d like to see which is more convenient to my next stop for work) and all I see is bad reviews of the gyms such as low maintenance, bad hygiene, etc.

The gym here is amazing. Great use of space. A lot of machines. Not to mention there’s separate toilets for males and females (this is really awesome for a hijabi like me!) Staff are friendly and consistent. I’m not familiar with their names but I can recognise their faces 

Location is good with a view too. A lot of outlet stores. Food varieties as well. Highly recommend to come and visit the gym!

Cleanliness: 8.5/10
Machines: 9/10
Staff: 9/10",ChIJvytALvc92jERoTouSnFv5Ws,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNueDRpcU1REAE!2m1!1s0x0:0x6be56f714a2e3aa1!3m1!1s2@1:CIHM0ogKEICAgICnx4iqMQ%7CCgwI4IrrtwYQ2L-WxQI%7C?hl=en,4.8,92,"5 Changi Business Park Central 1, #02-01",https://www.anytimefitness.sg/gyms/sg-0130/upper-changi-north-east-486038/,+65 8686 6181,SG,Gym,1,0,en,"I’ve been a member of AF CCP for quite sometime now and I just wanted to leave a review. As I was looking through other gyms’ reviews (because I’d like to see which is more convenient to my next stop for work) and all I see is bad reviews of the gyms such as low maintenance, bad hygiene, etc.

The gym here is amazing. Great use of space. A lot of machines. Not to mention there’s separate toilets for males and females (this is really awesome for a hijabi like me!) Staff are friendly and consistent. I’m not familiar with their names but I can recognise their faces

Location is good with a view too. A lot of outlet stores. Food varieties as well. Highly recommend to come and visit the gym!

Cleanliness: 8.5/10
Machines: 9/10
Staff: 9/10",Gym,138,0.33503052592277527
University Health Service,1,Pramodh vallam,"Every single time I am here, I am reminded of the benefits of patience! Bring a book or laptop, register and settle down for a nice long snooze before u will be called. And if the receptionist tells u it will be 2 hrs, please square that and add one or 2 hrs... came at 1030 and saw the doc around 1645! so ludicrous I could not stop laughing! Imagine a Prof waiting for so long - good and decent doctors though, who I guess are overworked!",ChIJAVha4p8P2jERR6TzIugBwLE,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNNbWNlVzBRRRAB!2m1!1s0x0:0xb1c001e822f3a447!3m1!1s2@1:CIHM0ogKEICAgICMmceW0QE%7CCgwIuZ_z7gUQkJKTpwE%7C?hl=en,1.6,37,"36 Nanyang Ave, University Health Service Building",,+65 6793 6974,SG,Hospital,1,0,en,"Every single time I am here, I am reminded of the benefits of patience! Bring a book or laptop, register and settle down for a nice long snooze before u will be called. And if the receptionist tells u it will be 2 hrs, please square that and add one or 2 hrs... came at 1030 and saw the doc around 1645! so ludicrous I could not stop laughing! Imagine a Prof waiting for so long - good and decent doctors though, who I guess are overworked!",Medical clinic,87,0.3824215531349182
University Health Service,3,Benedikt Tschörner,Waiting times are ridiculous long but the doctors are really really good.,ChIJAVha4p8P2jERR6TzIugBwLE,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQweW9qZXBnRRAB!2m1!1s0x0:0xb1c001e822f3a447!3m1!1s2@1:CIHM0ogKEICAgID0yojepgE%7CCgwI1Kbr7QUQqOvtlAM%7C?hl=en,1.6,37,"36 Nanyang Ave, University Health Service Building",,+65 6793 6974,SG,Hospital,1,0,,Waiting times are ridiculous long but the doctors are really really good.,Medical clinic,12,0.3959455192089081
University Health Service,5,rui zhou,lilian阿姨人很好^o^,ChIJAVha4p8P2jERR6TzIugBwLE,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQwMG9TSmt3RRAB!2m1!1s0x0:0xb1c001e822f3a447!3m1!1s2@1:CIHM0ogKEICAgID00oSJkwE%7CCgwI5JLk7QUQgJnxlAM%7C?hl=en,1.6,37,"36 Nanyang Ave, University Health Service Building",,+65 6793 6974,SG,Hospital,0,0,zh-CN,Aunt lilian is very good^o^,Medical clinic,5,0.013506889343261719
University Health Service,1,Stacey Chan,"I tried to have my health screening at UHS on a Monday morning (9.30am) but it was horrendously crowded. I have to get a queue number JUST to have myself registered, don't even talk about having myself being checked by the doctor. After realising there's 20 persons in front my queue and waited for 20 minutes, I decided to do my health screening at a private clinic.

I thought I would have avoided the long waiting time and poor customer service at UHS. Little did I know that I will have to bring my health screening report down to UHS for endorsement! God knows how long I will have to wait AGAIN just to get my report endorsed! And they insist that I will need to pay $5 for endorsement! Seems like you cannot avoid paying to UHS by any means!

Do I need to mention that no one ever picks up my call during office hour? I call at 10.30am, no on picked up. I call again at 11.30am, again no one picked up. I called on a Thursday morning by the way. It shows how understaffed the place is.",ChIJAVha4p8P2jERR6TzIugBwLE,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQwbEo3NnFBRRAB!2m1!1s0x0:0xb1c001e822f3a447!3m1!1s2@1:CIHM0ogKEICAgID0lJ76qAE%7CCgsIucXE7QUQiPz1FQ%7C?hl=en,1.6,37,"36 Nanyang Ave, University Health Service Building",,+65 6793 6974,SG,Hospital,1,0,en,"I tried to have my health screening at UHS on a Monday morning (9.30am) but it was horrendously crowded. I have to get a queue number JUST to have myself registered, don't even talk about having myself being checked by the doctor. After realising there's 20 persons in front my queue and waited for 20 minutes, I decided to do my health screening at a private clinic.

I thought I would have avoided the long waiting time and poor customer service at UHS. Little did I know that I will have to bring my health screening report down to UHS for endorsement! God knows how long I will have to wait AGAIN just to get my report endorsed! And they insist that I will need to pay $5 for endorsement! Seems like you cannot avoid paying to UHS by any means!

Do I need to mention that no one ever picks up my call during office hour? I call at 10.30am, no on picked up. I call again at 11.30am, again no one picked up. I called on a Thursday morning by the way. It shows how understaffed the place is.",Medical clinic,191,0.4453623294830322
University Health Service,1,W.-L. Hu,do you know why there is one star here for rating?Because there is no zero star option I can choose. Terrible service and inefficient. Emergency shouldn't come here.,ChIJAVha4p8P2jERR6TzIugBwLE,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQwdUkyb3J3RRAB!2m1!1s0x0:0xb1c001e822f3a447!3m1!1s2@1:CIHM0ogKEICAgID0uI2orwE%7CCgwIlKq67QUQ0MKUxAE%7C?hl=en,1.6,37,"36 Nanyang Ave, University Health Service Building",,+65 6793 6974,SG,Hospital,1,0,en,do you know why there is one star here for rating?Because there is no zero star option I can choose. Terrible service and inefficient. Emergency shouldn't come here.,Medical clinic,28,0.2214149385690689
University Health Service,1,Antoine R,,ChIJAVha4p8P2jERR6TzIugBwLE,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMwcjYzZGZnEAE!2m1!1s0x0:0xb1c001e822f3a447!3m1!1s2@1:CIHM0ogKEICAgIC0r63dfg%7CCgwIrc-W7QUQ2PD4lAE%7C?hl=en,1.6,37,"36 Nanyang Ave, University Health Service Building",,+65 6793 6974,SG,Hospital,0,1,,,Medical clinic,0,0.0
University Health Service,1,Spencer,,ChIJAVha4p8P2jERR6TzIugBwLE,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURVaE1hbGd3RRAB!2m1!1s0x0:0xb1c001e822f3a447!3m1!1s2@1:CIHM0ogKEICAgIDUhMalgwE%7CCgsI77vO6gUQ6JOuGQ%7C?hl=en,1.6,37,"36 Nanyang Ave, University Health Service Building",,+65 6793 6974,SG,Hospital,0,1,,,Medical clinic,0,0.0
University Health Service,1,Joshua Tan,Future students who need to do their health screen should try and do it privately outside. This place is the ABSOLUTE WORST. I've been here almost 7 hours and I'm not even done.,ChIJAVha4p8P2jERR6TzIugBwLE,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNVOEl5TU9nEAE!2m1!1s0x0:0xb1c001e822f3a447!3m1!1s2@1:CIHM0ogKEICAgICU8IyMOg%7CCgwIvt2w6QUQwI2X3AE%7C?hl=en,1.6,37,"36 Nanyang Ave, University Health Service Building",,+65 6793 6974,SG,Hospital,1,0,,Future students who need to do their health screen should try and do it privately outside. This place is the ABSOLUTE WORST. I've been here almost 7 hours and I'm not even done.,Medical clinic,33,0.3301088213920593
University Health Service,1,Ethan Ortega,"The other comments really aren't kidding. I registered at 11.30am and was called only at 3pm, to which I said I would not attend the consultation, as I had already left hours ago.

Though, I must say that it felt very luxurious for a clinic, with a spacious, naturally lit waiting room accompanied with soothing classical music and even pop art on display.

Still, I only give it 1 star for being a case study on why healthcare should be privatised.",ChIJAVha4p8P2jERR6TzIugBwLE,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNvZzdLU25nRRAB!2m1!1s0x0:0xb1c001e822f3a447!3m1!1s2@1:CIHM0ogKEICAgICog7KSngE%7CCgwIsqLP4wUQsNrljwM%7C?hl=en,1.6,37,"36 Nanyang Ave, University Health Service Building",,+65 6793 6974,SG,Hospital,3,0,en,"The other comments really aren't kidding. I registered at 11.30am and was called only at 3pm, to which I said I would not attend the consultation, as I had already left hours ago.

Though, I must say that it felt very luxurious for a clinic, with a spacious, naturally lit waiting room accompanied with soothing classical music and even pop art on display.

Still, I only give it 1 star for being a case study on why healthcare should be privatised.",Medical clinic,81,0.2942953109741211
University Health Service,1,CCLVII,"Extremely slow, waited hours just to see the doctor with not many around.",ChIJAVha4p8P2jERR6TzIugBwLE,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNJdHRlaVNBEAE!2m1!1s0x0:0xb1c001e822f3a447!3m1!1s2@1:CIHM0ogKEICAgICItteiSA%7CCgwI2cuu3wUQyJuevgI%7C?hl=en,1.6,37,"36 Nanyang Ave, University Health Service Building",,+65 6793 6974,SG,Hospital,1,0,,"Extremely slow, waited hours just to see the doctor with not many around.",Medical clinic,13,0.34537285566329956
One Medical Clinic,5,Ishak Johari,,ChIJv-X-h70P2jERSvip7DteVRA,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VMWFpwT3lmdUlfOXd3RRAB!2m1!1s0x0:0x10555e3beca9f84a!3m1!1s2@1:CIHM0ogKELXZpOyfuI_9wwE%7CCgwIsbXOwQYQuMvDzQI%7C?hl=en,4.0,71,"Jurong West Ave 5, #01-K1 Block 728",https://m.facebook.com/pages/One-Medical-Clinic/149088738566830,+65 6792 2143,SG,Walk-in clinic,0,1,,,Medical clinic,0,0.0
One Medical Clinic,5,Khakha Chris,good servicel,ChIJv-X-h70P2jERSvip7DteVRA,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUN3emFfaWZBEAE!2m1!1s0x0:0x10555e3beca9f84a!3m1!1s2@1:CIHM0ogKEICAgMCwza_ifA%7CCgsIoazwvgYQ-Pi3Sw%7C?hl=en,4.0,71,"Jurong West Ave 5, #01-K1 Block 728",https://m.facebook.com/pages/One-Medical-Clinic/149088738566830,+65 6792 2143,SG,Walk-in clinic,0,0,en,good servicel,Medical clinic,2,0.11631141602993011
One Medical Clinic,1,Audrey L,The performance of the two receptionists at the clinic needs to be reviewed.,ChIJv-X-h70P2jERSvip7DteVRA,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURRak82cExBEAE!2m1!1s0x0:0x10555e3beca9f84a!3m1!1s2@1:CIHM0ogKEICAgMDQjO6pLA%7CCgwIvta1vgYQ0MPSxQM%7C?hl=en,4.0,71,"Jurong West Ave 5, #01-K1 Block 728",https://m.facebook.com/pages/One-Medical-Clinic/149088738566830,+65 6792 2143,SG,Walk-in clinic,1,0,en,The performance of the two receptionists at the clinic needs to be reviewed.,Medical clinic,13,0.535431981086731
One Medical Clinic,3,Tyersall Adam,"Consultation is $42
3 medicine cost $22 if minus the medicine I didn't want it would've been just $12.
Came 830am Lady said had to wait 1h and half but it took 2 hrs behind 15 other patients.

There's just one doctor and you have to seat under void deck to wait.

Doctor is superb, pro at his work, jovial and friendly but it's also a strategy to make you open up to him so he can add medicine. Lucky I didn't disclose too much otherwise more medicine will be added even when you said no.",ChIJv-X-h70P2jERSvip7DteVRA,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNRaWNQWkRREAE!2m1!1s0x0:0x10555e3beca9f84a!3m1!1s2@1:CIHM0ogKEICAgMCQicPZDQ%7CCgwIicWgvgYQiIHopAE%7C?hl=en,4.0,71,"Jurong West Ave 5, #01-K1 Block 728",https://m.facebook.com/pages/One-Medical-Clinic/149088738566830,+65 6792 2143,SG,Walk-in clinic,1,0,,"Consultation is $42
3 medicine cost $22 if minus the medicine I didn't want it would've been just $12.
Came 830am Lady said had to wait 1h and half but it took 2 hrs behind 15 other patients.

There's just one doctor and you have to seat under void deck to wait.

Doctor is superb, pro at his work, jovial and friendly but it's also a strategy to make you open up to him so he can add medicine. Lucky I didn't disclose too much otherwise more medicine will be added even when you said no.",Medical clinic,96,0.27038273215293884
One Medical Clinic,5,chang boon hua,,ChIJv-X-h70P2jERSvip7DteVRA,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNRNE5XMHpnRRAB!2m1!1s0x0:0x10555e3beca9f84a!3m1!1s2@1:CIHM0ogKEICAgMCQ4NW0zgE%7CCgwIk6-KvgYQqP7AlgI%7C?hl=en,4.0,71,"Jurong West Ave 5, #01-K1 Block 728",https://m.facebook.com/pages/One-Medical-Clinic/149088738566830,+65 6792 2143,SG,Walk-in clinic,0,1,,,Medical clinic,0,0.0
One Medical Clinic,5,Tan Yonchun,,ChIJv-X-h70P2jERSvip7DteVRA,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR2MVBITlVnEAE!2m1!1s0x0:0x10555e3beca9f84a!3m1!1s2@1:CIHM0ogKEICAgIDv1PHNUg%7CCgwI4bOIuwYQgNeGlQM%7C?hl=en,4.0,71,"Jurong West Ave 5, #01-K1 Block 728",https://m.facebook.com/pages/One-Medical-Clinic/149088738566830,+65 6792 2143,SG,Walk-in clinic,0,1,,,Medical clinic,0,0.0
One Medical Clinic,1,Ahmad Shahih,Expensive. Overcharge of consultation fees. On website indicated approx $20. Just for common flu.... More expensive than Raffles medical. Outrageous.,ChIJv-X-h70P2jERSvip7DteVRA,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQzcjd6UFdBEAE!2m1!1s0x0:0x10555e3beca9f84a!3m1!1s2@1:CIHM0ogKEICAgID3r7zPWA%7CCgwIoIr2uQYQgLamkQI%7C?hl=en,4.0,71,"Jurong West Ave 5, #01-K1 Block 728",https://m.facebook.com/pages/One-Medical-Clinic/149088738566830,+65 6792 2143,SG,Walk-in clinic,1,0,,Expensive. Overcharge of consultation fees. On website indicated approx $20. Just for common flu.... More expensive than Raffles medical. Outrageous.,Medical clinic,20,0.3562948703765869
One Medical Clinic,5,WT,"I came to One Medical Clinic after seeing 2 other GPs for my condition.

I found Dr Loke to be the most patient, caring, and skillful GP out of the 3. He really spends time to understand each condition, patients' concerns, and to share his knowledge and advice on health matters. He was also the only doctor whom I felt comfortable having my blood drawn by (unfortunately many GPs are just not good at finding veins).

Because of Dr Loke's thoroughness and him being the preferred doctor of many, it is common for the queue to be 1 hour long. It's usually fine to step away for a while after taking the queue number.

I consulted Dr Loke regularly from early 2021 till end 2023 when I moved house. The receptionists were kind and nice to me. Those who say they are snappy should remember this phrase ""do unto others as you would have them do unto you"". After visiting other GPs after I moved house, I also realized that One Medical Clinic's receptionists were the most efficient ones.",ChIJv-X-h70P2jERSvip7DteVRA,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURMOWVLWmV3EAE!2m1!1s0x0:0x10555e3beca9f84a!3m1!1s2@1:CIHM0ogKEICAgIDL9eKZew%7CCgsI1qz_swYQyK_yXQ%7C?hl=en,4.0,71,"Jurong West Ave 5, #01-K1 Block 728",https://m.facebook.com/pages/One-Medical-Clinic/149088738566830,+65 6792 2143,SG,Walk-in clinic,1,0,en,"I came to One Medical Clinic after seeing 2 other GPs for my condition.

I found Dr Loke to be the most patient, caring, and skillful GP out of the 3. He really spends time to understand each condition, patients' concerns, and to share his knowledge and advice on health matters. He was also the only doctor whom I felt comfortable having my blood drawn by (unfortunately many GPs are just not good at finding veins).

Because of Dr Loke's thoroughness and him being the preferred doctor of many, it is common for the queue to be 1 hour long. It's usually fine to step away for a while after taking the queue number.

I consulted Dr Loke regularly from early 2021 till end 2023 when I moved house. The receptionists were kind and nice to me. Those who say they are snappy should remember this phrase ""do unto others as you would have them do unto you"". After visiting other GPs after I moved house, I also realized that One Medical Clinic's receptionists were the most efficient ones.",Medical clinic,179,0.5235148072242737
